Annotations
[ 39  39 254 216]
[  0   0 350 396]
[293  41 312  87]
[334   3 499 374]
[101 162 311 391]
[108 136 280 418]
[167 248 331 382]
[173 220 211 305]
[156 103 371 301]
[ 11   1 374 455]
[169 119 377 490]
[107 148 172 268]
[173   2 447 298]
[190 115 286 244]
[ 35   3 333 499]
[150 167 278 329]
[122 129 292 347]
[ 46  70 492 446]
[ 26  63 374 477]
[ 25  24 497 215]
[188  88 499 332]
[ 96  11 499 331]
[ 62 124 330 492]
[ 49  42 378 207]
[282 111 374 319]
[ 47  57 316 484]
[ 87 185 293 384]
[167  53 432 333]
[ 90 124 199 419]
[ 89  35 179 119]
[ 17   0 377 187]
[ 58 212 441 311]
[ 24 174 318 499]
[ 81 290 356 493]
[ 56  74 369 466]
[ 81  74 309 412]
[116  64 346 410]
[115 202 171 359]
[115 166 237 322]
[127  71 374 339]
[293 321 374 394]
[131  31 233 228]
[ 33   0 266 466]
[294 280 353 337]
[114 113 308 486]
[203 195 248 255]
[226 129 363 305]
[  1   1 374 499]
[155 218 310 263]
[113  75 448 394]
[144  50 306 453]
[  7  22 318 380]
[228 409 303 492]
[ 92 127 460 315]
[  1   3 484 222]
[ 76  97 433 331]
[ 36 140 247 499]
[264  13 346 174]
[ 14 200  81 277]
[191 214 373 474]
[ 78  67 479 291]
[ 17 252 345 499]
[224 121 374 346]
[  0 166 455 373]
[233  78 318 191]
[ 93  20 225 488]
[ 14  67 279 178]
[195 139 220 244]
[ 42  84 469 322]
[ 55  25 389 370]
[194 148 379 292]
[ 12 286 373 499]
[  3  26 360 362]
[ 79 270 374 499]
[  4  30 440 392]
[ 56  71 297 368]
[100 158 374 335]
[ 51 215 303 415]
[177 244 333 471]
[ 35   0 374 436]
[  1  64 332 499]
[  0 191 325 465]
[124 138 373 499]
[ 24 224 206 499]
[198   2 499 239]
[157 127 333 321]
[ 17 104 334 406]
[177  80 264 196]
[176 198 307 258]
[201  29 422 315]
[ 23   0 499 391]
[103 120 417 316]
[129 343 374 499]
[  1  28 295 499]
[217 273 373 477]
[116  84 290 431]
[ 71   4 162 149]
[ 92 137 288 396]
[ 96  39 306 258]
[186  99 365 406]
[ 86 276 172 365]
[ 81  29 206 282]
[177 281 235 449]
[ 10 285 219 445]
[ 42   2 385 371]
[169 138 269 254]
[191 205 221 259]
[138  72 288 155]
[425 269 479 374]
[ 80 173 265 326]
[ 64  68 374 329]
[ 45 153 246 439]
[262  48 329 174]
[ 63  32 185 327]
[ 55  41 270 350]
[ 14 184 373 400]
[130   0 499 273]
[ 42 213 332 499]
[126 212 265 274]
[ 66  99 399 486]
[ 67 308 374 499]
[ 28  53 324 474]
[ 54  31 212 434]
[  0 269 365 482]
[113   1 275 496]
[ 75 204 374 444]
[ 75  15 334 342]
[ 26  16 374 350]
[152  42 318 213]
[144 152 256 365]
[ 30 130 330 463]
[ 70 193 339 462]
[120   3 418 312]
[ 56 136 184 302]
[ 96  51 293 190]
[157 393 275 449]
[ 65  55 239 440]
[ 51  41 300 272]
[112  53 331 473]
[ 99   9 499 324]
[ 31   1 332 269]
[175 219 190 242]
[ 73   1 374 499]
[ 72 104 374 230]
[124  53 374 319]
[138 171 274 294]
[194 171 298 277]
[167  10 446 321]
[121 305 365 426]
[142 229 219 495]
[160 346 224 432]
[269  37 365 166]
[ 77   0 343 497]
[  0 242 281 499]
[140 183 277 373]
[147 180 250 271]
[141   0 244 497]
[ 13 260 331 379]
[  0   0 425 499]
[131 209 204 300]
[ 52  96 297 297]
[ 57  10 448 111]
[  0   0 373 205]
[  0  53 373 219]
[ 79 117 304 326]
[103 140 283 304]
[ 84 173 269 499]
[ 58 106 332 493]
[ 18   1 499 333]
[171  60 371 232]
[ 75 237 284 402]
[ 43 125 239 230]
[161  61 303 148]
[276  10 499 180]
[ 70   0 332 184]
[ 95 267 246 374]
[139 160 225 312]
[ 60   2 374 241]
[145  70 209 364]
[ 74 195 284 333]
[ 23  20 287 313]
[ 81 166 332 406]
[ 54  87 288 326]
[  0   0 331 471]
[ 74  92 222 255]
[  1   1 241 323]
[ 62  98 325 386]
[ 30  21 364 425]
[232   1 478 313]
[107 117 196 449]
[212  14 301 110]
[  0   0 298 446]
[159 231 328 440]
[117 134 358 310]
[113  67 212 408]
[ 26 244 374 499]
[157 145 499 374]
[  2 134 374 496]
[211  77 492 316]
[ 83  13 329 375]
[140  18 280 190]
[  3   1 373 499]
[258 297 374 499]
[130  59 499 331]
[ 28  67 326 258]
[ 10   0 295 319]
[ 82  19 256 432]
[215  24 265 120]
[321 106 499 299]
[ 81  94 411 268]
[127 149 323 354]
[ 15 145 394 326]
[ 91 277 360 438]
[ 88  85 294 278]
[ 97 104 273 377]
[132  21 369 422]
[299  85 470 256]
[ 14 176 282 444]
[114  97 350 258]
[ 64  48 322 490]
[160  49 373 415]
[ 31 279 256 455]
[ 14  30 346 418]
[118 136 233 439]
[  4   0 332 465]
[100  24 253 356]
[ 25 106 323 495]
[ 80   0 367 372]
[ 41  62 286 260]
[156   0 499 268]
[ 27 183 498 374]
[243 409 346 462]
[  8  51 322 468]
[  1 248 327 499]
[ 38  33 479 417]
[  0 159 374 447]
[ 44  93 304 333]
[ 63  81 326 225]
[ 35  50 374 499]
[ 47 158 214 349]
[ 15 152 499 290]
[111  31 290 431]
[240 437 300 499]
[ 50  92 303 338]
[217 279 316 499]
[145  21 363 343]
[ 68 199 230 499]
[205   0 374 419]
[243  88 424 290]
[  0   1 187 246]
[ 62 199 318 323]
[106  77 303 428]
[ 33 125 326 375]
[222  94 374 416]
[102  61 374 499]
[ 79  14 382 499]
[ 63  85 284 442]
[134   5 269 185]
[112  81 249 271]
[152 198 270 327]
[222  67 346 181]
[ 87 126 274 377]
[  0 134 332 364]
[  0  50 323 447]
[ 41 228 321 386]
[101 267 214 470]
[ 44   2 324 499]
[ 57  25 225 460]
[103 290 280 460]
[113 170 177 203]
[141 199 301 275]
[36 33 83 90]
[  9  24 332 495]
[146 174 499 332]
[ 42   0 281 301]
[214 200 373 415]
[  5 134 322 357]
[ 87 236 325 489]
[ 52  37 301 431]
[ 58 335 350 499]
[  1   1 332 266]
[ 57  53 262 150]
[144   0 282 479]
[258 355 321 403]
[ 64   0 311 433]
[109 422 368 490]
[ 61 219 346 457]
[ 99 195 175 269]
[216   1 343  74]
[168 176 288 297]
[  0  66 499 374]
[ 77  74 329 404]
[155   6 352  98]
[144  83 272 291]
[173 261 319 414]
[ 56 169 374 499]
[189   1 333 139]
[322 403 350 499]
[  1  82 332 488]
[135 253 374 425]
[  0   0 374 406]
[200 277 374 455]
[120  12 229 484]
[104  55 382 399]
[ 97  31 374 333]
[231  31 406 310]
[164 170 272 286]
[  0   0 280 499]
[114  53 268 461]
[107 177 287 409]
[  0  38 399 499]
[ 26  84 260 432]
[ 66  35 374 499]
[ 86 129 268 312]
[  2   4 332 430]
[136 169 209 340]
[144  60 450 300]
[ 87 195 261 273]
[ 52 167  85 222]
[ 19  42 340 499]
[ 49 294 334 495]
[196  42 312 184]
[150 203 374 499]
[174 169 266 300]
[ 20 118 358 372]
[119   0 499 374]
[  0   0 211 457]
[ 51 114 293 286]
[ 59 384 374 499]
[ 81  10 233 384]
[293  99 323 147]
[ 72  85 325 190]
[442 174 471 211]
[ 78 156 293 281]
[269   6 499 281]
[ 74 102 103 156]
[116 123 296 317]
[208 268 374 495]
[ 99 113 393 486]
[  1 209 373 499]
[ 67  82 374 397]
[ 19  61 492 282]
[ 54  97 339 346]
[201  33 258 189]
[ 86 110 197 346]
[135 102 255 226]
[150 209 192 244]
[179  93 428 299]
[ 75   1 499 374]
[  0   0 499 328]
[135  75 184 131]
[114  95 436 229]
[124  25 272 478]
[ 46   0 258 288]
[ 53 149 217 336]
[378   1 498 279]
[221   0 335 116]
[ 52  78 263 499]
[ 86  44 244 417]
[109 170 261 446]
[ 59  11 306 499]
[184 117 216 359]
[ 54 132 309 287]
[105 152 254 273]
[112   0 499 374]
[169 169 342 386]
[ 74   0 499 373]
[ 58 110 291 390]
[  3   9 374 449]
[315 393 359 473]
[ 84 248 329 499]
[  1   1 226 123]
[  0 188 279 446]
[117 101 457 374]
[ 14 230 296 393]
[333   2 421  53]
[ 55 195 197 364]
[107  46 212 397]
[ 23   0 402 212]
[147 284 181 336]
[142   0 374 196]
[101  72 373 429]
[188 256 319 380]
[ 96 185 303 322]
[161 317 285 466]
[280 190 374 423]
[113 127 374 374]
[ 40  58 300 499]
[ 91 219 241 346]
[ 33   1 318 459]
[ 97 338 109 365]
[ 17  96 333 223]
[100  70 337 450]
[107   0 350 266]
[ 71   4 479 296]
[  0   1 374 499]
[ 59  46 374 499]
[ 88   0 374 499]
[ 44 152 425 374]
[ 46   0 332 116]
[196 247 315 354]
[234   4 365 426]
[223 287 423 425]
[ 21   0 499 323]
[188  76 249 410]
[301  96 432 271]
[ 56 170 279 343]
[114   0 325 200]
[ 70 147 228 350]
[ 52  17 251 150]
[ 99 113 374 484]
[  2 357 241 435]
[  1   7 373 404]
[131 151 213 379]
[154 239 239 320]
[  4 183 326 423]
[ 87  46 298 465]
[ 70  41 261 428]
[160 334 329 499]
[129  25 179 100]
[  2   0 374 168]
[ 80 128 324 368]
[ 12   2 373 473]
[179  96 372 499]
[198 110 258 218]
[178 166 331 347]
[  2   0 370 445]
[  1   1 299 499]
[111  75 327 365]
[ 63   0 331 278]
[102 139 374 332]
[269 211 346 253]
[145 162 393 366]
[ 14   0 374 320]
[182 181 499 296]
[  0 269 374 499]
[  0 152 498 374]
[  0   1 399 499]
[  0   2 499 373]
[157   9 411 182]
[234  33 499 321]
[200  78 316 234]
[  2   0 280 304]
[ 86 170 261 453]
[149 134 356 264]
[ 60   0 282 364]
[ 36   2 499 240]
[ 21   0 345 188]
[ 65  11 414 492]
[ 38 354 263 412]
[ 74  68 312 449]
[199  32 451 198]
[  7 104 315 366]
[ 10 178 332 357]
[129 162 297 223]
[ 64  17 499 332]
[108 185 288 331]
[ 77  56 281 483]
[ 50 108 374 499]
[  1   2 329 260]
[222 242 278 409]
[115 141 281 316]
[ 15 110 373 499]
[180 161 227 304]
[ 78  18 330 383]
[262 312 357 499]
[238  60 495 307]
[152 205 182 319]
[109 179 374 333]
[ 57  74 374 392]
[192 141 317 365]
[153 107 381 242]
[249 325 306 437]
[154 113 198 173]
[250 410 301 453]
[ 64   6 286 463]
[ 89   9 484 150]
[ 72 170 360 372]
[166  41 375 464]
[198  46 374 499]
[  9 133 329 320]
[104  59 240 252]
[ 59  56 390 398]
[ 97  18 330 281]
[198 100 374 254]
[ 17 195 274 455]
[ 97   1 499 354]
[109  91 240 407]
[ 50 169 477 446]
[272 310 343 382]
[ 73 103 238 435]
[121 180 317 401]
[140   7 315 332]
[ 52  69 281 464]
[ 57 140 271 413]
[146 353 269 498]
[  0   0 374 492]
[104 139 333 497]
[  2 266 255 359]
[218  57 266 134]
[132   2 496 389]
[  0 210 249 499]
[  2   2 244 369]
[ 41  55 235 167]
[ 63  29 244 440]
[131   0 246 499]
[ 88   5 326 497]
[297 208 355 321]
[265 306 332 499]
[  0 249 374 499]
[180  82 254 119]
[131  57 279 393]
[120  92 324 351]
[106  92 231 388]
[166 354 373 479]
[132 229 201 269]
[ 60  38 499 374]
[ 82  50 357 427]
[ 88  81 374 432]
[201 192 271 420]
[  0 234 278 442]
[153  88 495 250]
[142 159 304 399]
[116 191 205 411]
[ 61   8 305 471]
[ 25   0 259 185]
[165 145 215 424]
[153 152 261 215]
[283 145 382 233]
[  0  48 496 282]
[ 45   2 149 373]
[  0   0 371 496]
[  1  21 290 425]
[166 118 413 327]
[139 347 230 460]
[ 82  97 320 382]
[ 66  53 317 499]
[  1 103 260 499]
[184  94 465 201]
[  0 333 109 385]
[165  33 256 194]
[205   0 269 103]
[ 19 116 339 361]
[  0 145 247 354]
[ 50 138 223 255]
[102 158 374 304]
[  0  44 373 498]
[127 358 374 459]
[205   0 374 290]
[ 54 184 331 499]
[212   1 374 499]
[  1   0 374 499]
[ 45   0 350 471]
[214  26 333 233]
[ 22   1 374 392]
[269   0 499 132]
[113 209 374 494]
[248  77 495 367]
[ 57  76 352 427]
[202 113 290 283]
[108 154 243 265]
[154 255 177 289]
[ 21 203 374 498]
[134 114 335 256]
[131  27 371 294]
[139 189 242 404]
[145 125 201 201]
[110  60 473 327]
[ 13   0 332 481]
[161 113 272 422]
[121 186 261 372]
[ 79   0 330 497]
[170 138 390 445]
[109 103 211 417]
[ 97 162 469 414]
[146   0 445 473]
[137 272 319 499]
[199 106 242 170]
[106  78 332 320]
[  2 200 241 499]
[ 59 161 298 278]
[190 142 280 249]
[ 93  50 360 197]
[ 68  60 432 349]
[118   7 354 370]
[ 90  25 207  60]
[157 261 201 331]
[ 68 196 329 445]
[137 103 339 411]
[195 180 332 241]
[ 16 145 302 251]
[ 67 194 374 499]
[  7   1 279 196]
[  0 176 328 439]
[181  21 393 305]
[ 36  69 342 395]
[125 216 339 334]
[ 20 214 374 499]
[ 42 133 499 276]
[141  50 261 499]
[ 15  96 290 381]
[ 18  59 282 272]
[ 79  17 304 496]
[171 254 207 347]
[129 134 275 321]
[  1  44 469 328]
[ 77 114 481 343]
[148 280 239 407]
[140  91 267 255]
[192 127 337 499]
[ 33 294 212 479]
[185  43 364 284]
[101  14 364 447]
[138  52 374 403]
[ 56  53 293 479]
[213 105 389 234]
[  0   0 286 159]
[ 30 136 274 453]
[391 206 452 290]
[  9 115 265 389]
[ 52 118 189 488]
[ 84 190 307 411]
[180 269 233 435]
[265 206 338 258]
[  1 149 374 499]
[169   0 293 353]
